unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount
1.64298E+12,2022/1/24 0:00,BNB/USDT,384,384,336,371.3,1900214.42,674434639.7,747043
1.6429E+12,2022/1/23 0:00,BNB/USDT,358.3,389,356.3,383.9,1297043.923,486432084.6,564987
1.64281E+12,2022/1/22 0:00,BNB/USDT,383.8,389.6,336.3,358.3,2635609.386,949889475.2,1039653
1.64272E+12,2022/1/21 0:00,BNB/USDT,440.2,444.6,373.7,383.9,1891179.594,780737529.9,871503
1.64264E+12,2022/1/20 0:00,BNB/USDT,461.9,478.7,438.2,440.2,1137854.894,528565003.8,688607
1.64255E+12,2022/1/19 0:00,BNB/USDT,471.5,473.1,453.7,461.9,585750.3,272375832,397483
1.64246E+12,2022/1/18 0:00,BNB/USDT,475.1,479.6,457.2,471.4,707501.577,330240013.4,451974
1.64238E+12,2022/1/17 0:00,BNB/USDT,498.6,499.1,466.9,475.2,757806.035,363254557.7,517026
1.64229E+12,2022/1/16 0:00,BNB/USDT,494.5,506,488.6,498.6,507042.332,251862226.2,389752
1.6422E+12,2022/1/15 0:00,BNB/USDT,489.9,500.9,485,494.5,548626.203,270831129,408859
1.64212E+12,2022/1/14 0:00,BNB/USDT,475.1,492.3,467.6,490,797022.181,383070562.2,532865
1.64203E+12,2022/1/13 0:00,BNB/USDT,487.8,489.8,466.5,475.2,908052.937,434855256.5,574157
1.64195E+12,2022/1/12 0:00,BNB/USDT,463.6,489.9,456.6,487.8,836124.928,395395227,542753
1.64186E+12,2022/1/11 0:00,BNB/USDT,424.8,467.7,421.3,463.6,1266092.819,571335667.8,670993
1.64177E+12,2022/1/10 0:00,BNB/USDT,438.8,445.5,405.6,424.7,1221504.738,518143646.5,550883
1.64169E+12,2022/1/9 0:00,BNB/USDT,429.8,444.5,427,438.7,688777.347,299514285.4,367892
1.6416E+12,2022/1/8 0:00,BNB/USDT,448.1,459.7,415,429.9,1062788.589,464082732.8,512468
1.64151E+12,2022/1/7 0:00,BNB/USDT,472.6,473.9,437.5,448.1,1331260.03,600028684.2,615848
1.64143E+12,2022/1/6 0:00,BNB/USDT,474.2,481.3,458.8,472.6,986669.9,462959866.7,543241
1.64134E+12,2022/1/5 0:00,BNB/USDT,506.9,516,457,474.1,985152.004,487039058.8,629399
1.64125E+12,2022/1/4 0:00,BNB/USDT,511.9,520,502,506.9,687436.638,351709153,481805
1.64117E+12,2022/1/3 0:00,BNB/USDT,531,532.8,510,511.9,663841.021,345896511.3,463331
1.64108E+12,2022/1/2 0:00,BNB/USDT,527.4,533.9,518,531,404475.541,212693827.9,346252
1.641E+12,2022/1/1 0:00,BNB/USDT,511.5,527.9,511.4,527.3,446171.541,231696121.3,329538
1.64091E+12,2021/12/31 0:00,BNB/USDT,518.6,528.3,506,511.4,677844.749,350384267.7,449243
1.64082E+12,2021/12/30 0:00,BNB/USDT,514.5,527.8,508.3,518.5,639166.717,331680388.4,431967
1.64074E+12,2021/12/29 0:00,BNB/USDT,534.2,540.5,510.3,514.5,740117.867,390415720.3,498434
1.64065E+12,2021/12/28 0:00,BNB/USDT,563.7,563.7,528.4,534.2,1002556.271,547720713.5,627465
1.64056E+12,2021/12/27 0:00,BNB/USDT,546.5,572,543.1,563.7,803370.283,448414224.9,556275
1.64048E+12,2021/12/26 0:00,BNB/USDT,547.4,549.3,535.6,546.4,536338.775,291474552.8,398373
1.64039E+12,2021/12/25 0:00,BNB/USDT,542.1,550.5,539.1,547.4,455399.793,248401383.2,359677
1.6403E+12,2021/12/24 0:00,BNB/USDT,549,554.4,537.4,542.1,665439.81,363633383.3,514371
1.64022E+12,2021/12/23 0:00,BNB/USDT,533.6,552.6,524.3,549,844421.954,452954925.1,601818
1.64013E+12,2021/12/22 0:00,BNB/USDT,528.4,545,527.2,533.6,721787.109,386718252.5,534390
1.64004E+12,2021/12/21 0:00,BNB/USDT,524,535.7,509.8,528.3,686439.708,362435440.6,468897
1.63996E+12,2021/12/20 0:00,BNB/USDT,529.8,534.8,505.6,524,727454.212,377351552.6,503004
1.63987E+12,2021/12/19 0:00,BNB/USDT,533.9,544.4,527.1,529.8,540256.684,289149894.7,398493
1.63979E+12,2021/12/18 0:00,BNB/USDT,525.5,537.8,515,533.9,580436.098,306816951.3,429085
1.6397E+12,2021/12/17 0:00,BNB/USDT,526.2,535.8,511,525.5,921732.763,484731644,636038
1.63961E+12,2021/12/16 0:00,BNB/USDT,541.1,545.3,524.8,526.2,735504.682,394779330.6,562102
1.63953E+12,2021/12/15 0:00,BNB/USDT,528,546.7,501.6,541.1,1147515.305,604825337.6,798472
1.63944E+12,2021/12/14 0:00,BNB/USDT,521,535.8,509.7,528.1,1263782.101,660926721.9,832636
1.63935E+12,2021/12/13 0:00,BNB/USDT,570.3,572.2,511.1,521,1037150.705,558660545.5,678583
1.63927E+12,2021/12/12 0:00,BNB/USDT,564.6,574.8,559.3,570.3,544940.336,308334857.3,476827
1.63918E+12,2021/12/11 0:00,BNB/USDT,552.5,572.7,542,564.5,950448.474,529027286,649423
1.63909E+12,2021/12/10 0:00,BNB/USDT,570.2,595.1,550.2,552.4,1083121.564,621292933.9,730571
1.63901E+12,2021/12/9 0:00,BNB/USDT,607.3,617,567.7,570.2,1096635.012,648380380.7,772261
1.63892E+12,2021/12/8 0:00,BNB/USDT,578.7,607.6,567,607.2,1113215.449,651285928,805159
1.63884E+12,2021/12/7 0:00,BNB/USDT,587.5,594.1,572.2,578.7,1017363.943,595103048,807295
1.63875E+12,2021/12/6 0:00,BNB/USDT,557.7,593,533,587.5,2005928.932,1119432810,1152308
1.63866E+12,2021/12/5 0:00,BNB/USDT,568.5,582,539.9,557.8,1258393.72,707167735.8,749846
1.63858E+12,2021/12/4 0:00,BNB/USDT,595.1,596,489.2,568.6,2611783.647,1425050943,1498320
1.63849E+12,2021/12/3 0:00,BNB/USDT,619.9,628,574,595,1250950.167,758470254.7,903964
1.6384E+12,2021/12/2 0:00,BNB/USDT,627.5,630.9,605.5,619.9,1104596.881,685357095,776160
1.63832E+12,2021/12/1 0:00,BNB/USDT,622.5,649.8,618.2,627.5,1384101.087,879872431.2,973369
1.63823E+12,2021/11/30 0:00,BNB/USDT,623.5,635,602.6,622.5,1380656.205,858030126,1002401
1.63814E+12,2021/11/29 0:00,BNB/USDT,611.4,629,601.6,623.4,1090520.864,672538451.7,866073
1.63806E+12,2021/11/28 0:00,BNB/USDT,599.9,612.9,571.6,611.3,1281130.351,757806021.8,850287
1.63797E+12,2021/11/27 0:00,BNB/USDT,587.2,621.3,582.6,599.9,1183849.36,712876474.9,834017
1.63788E+12,2021/11/26 0:00,BNB/USDT,639.1,657.9,564.2,587.3,2413553.439,1447846559,1595124
1.6378E+12,2021/11/25 0:00,BNB/USDT,590.4,650,587.4,639.1,1536194.042,958625175.4,1281222
1.63771E+12,2021/11/24 0:00,BNB/USDT,591.1,594.3,576.8,590.3,1079667.803,632805869.2,849926
1.63763E+12,2021/11/23 0:00,BNB/USDT,559.4,605,557.9,591.1,1202541.917,700415875.5,861890
1.63754E+12,2021/11/22 0:00,BNB/USDT,584,585.5,553.8,559.3,1141002.755,650028588.5,773893
1.63745E+12,2021/11/21 0:00,BNB/USDT,604.4,605.2,579.6,584,970133.807,572049351.4,813817
1.63737E+12,2021/11/20 0:00,BNB/USDT,581,604.8,572.6,604.3,1119517.131,657161664.3,879969
1.63728E+12,2021/11/19 0:00,BNB/USDT,531.9,585.5,523.9,581,1300787.958,726611378.2,899077
1.63719E+12,2021/11/18 0:00,BNB/USDT,577.9,588.2,510,531.8,1750338.428,965930426.2,1064211
1.63711E+12,2021/11/17 0:00,BNB/USDT,588.8,592.6,553.7,578,1453408.555,832762537.5,931271
1.63702E+12,2021/11/16 0:00,BNB/USDT,633.9,635.2,573.7,588.7,2200954.903,1320193365,1606754
1.63693E+12,2021/11/15 0:00,BNB/USDT,650.7,659.5,630.3,633.8,953989.634,615298900.7,1026712
1.63685E+12,2021/11/14 0:00,BNB/USDT,649.5,661,634.5,650.8,933689.139,605300515.2,849977
1.63676E+12,2021/11/13 0:00,BNB/USDT,626.8,655,619.6,649.5,900107.757,574247361.4,837297
1.63668E+12,2021/11/12 0:00,BNB/USDT,628.4,634.5,602.7,626.9,1012909.088,628792038.9,808543
1.63659E+12,2021/11/11 0:00,BNB/USDT,614.2,635.2,605.7,628.4,1019740.949,635981486.5,964876
1.6365E+12,2021/11/10 0:00,BNB/USDT,635,662.9,573,614.1,1814654.086,1144508386,1566685
1.63642E+12,2021/11/9 0:00,BNB/USDT,653.6,656.7,631.9,635,879119.398,565719151.1,913767
1.63633E+12,2021/11/8 0:00,BNB/USDT,649.5,655.7,631,653.5,1290096.384,829833782.4,1107452
1.63624E+12,2021/11/7 0:00,BNB/USDT,637.7,669.3,630.5,649.6,1476373.249,968328578.1,1237108
1.63616E+12,2021/11/6 0:00,BNB/USDT,607.3,637.8,595.1,637.7,1366385.957,838291690.1,1130633
1.63607E+12,2021/11/5 0:00,BNB/USDT,558.8,616.9,554.1,607.3,1989945.543,1187156589,1493105
1.63598E+12,2021/11/4 0:00,BNB/USDT,568.4,568.9,543.6,558.7,1052950.033,584534661.6,949944
1.6359E+12,2021/11/3 0:00,BNB/USDT,554.4,570.1,537.5,568.4,1262766.6,699196827.6,1110367
1.63581E+12,2021/11/2 0:00,BNB/USDT,551.3,564,537.4,554.4,1153919.14,635985237.9,1103251
1.63572E+12,2021/11/1 0:00,BNB/USDT,524.6,551.9,511,551.3,1274272.085,679389556.8,1045678
1.63564E+12,2021/10/31 0:00,BNB/USDT,528.4,535,508.9,524.6,1018991.819,532431987.4,914156
1.63555E+12,2021/10/30 0:00,BNB/USDT,530.3,540.5,510.2,528.3,1095033.126,575511112.9,1048477
1.63547E+12,2021/10/29 0:00,BNB/USDT,492,533.61,487.6,530.3,1411851.439,720241822.8,1222937
1.63538E+12,2021/10/28 0:00,BNB/USDT,448.7,494.8,446.4,491.9,1523900.006,724786890.2,1074597
1.63529E+12,2021/10/27 0:00,BNB/USDT,478.2,486.4,435.3,448.7,1370950.214,630367975.4,973507
1.63521E+12,2021/10/26 0:00,BNB/USDT,485.1,489.8,473.5,478.1,702610.184,340191955.3,589181
1.63512E+12,2021/10/25 0:00,BNB/USDT,475.8,488.6,474.7,485.1,632116.761,305600064.9,548234
1.63503E+12,2021/10/24 0:00,BNB/USDT,485.5,486.5,467.8,475.8,590939.031,281745798.1,483168
1.63495E+12,2021/10/23 0:00,BNB/USDT,479.3,485.7,472.6,485.5,521970.795,250907116.9,425737
1.63486E+12,2021/10/22 0:00,BNB/USDT,470.9,498,470.7,479.3,1118876.638,541705782.6,722480
1.63477E+12,2021/10/21 0:00,BNB/USDT,501.3,504.9,466,470.9,1851835.929,900310066.4,1225287
1.63469E+12,2021/10/20 0:00,BNB/USDT,488.1,505.9,481.3,501.3,946412.94,467959376.4,693317
1.6346E+12,2021/10/19 0:00,BNB/USDT,485,497.6,480.3,488.1,912494.969,445294411.1,685710
1.63452E+12,2021/10/18 0:00,BNB/USDT,471,487.6,466.4,484.9,1091006.031,518750531.9,694852
1.63443E+12,2021/10/17 0:00,BNB/USDT,465.8,472.4,454.2,470.9,890609.849,414577715,546483
1.63434E+12,2021/10/16 0:00,BNB/USDT,474.5,484.7,423,465.8,1040477.571,490585492.1,718791
1.63426E+12,2021/10/15 0:00,BNB/USDT,472.7,478,450.8,474.5,1508188.787,702474058.2,882619
1.63417E+12,2021/10/14 0:00,BNB/USDT,470.7,482.8,461.2,472.7,1431305.925,676261023.8,845772
1.63408E+12,2021/10/13 0:00,BNB/USDT,444.1,471.8,432.3,470.8,3383303.439,1542057671,1576761
1.634E+12,2021/10/12 0:00,BNB/USDT,413.2,444.5,392.2,444.2,1966630.183,829580710.1,953219
1.63391E+12,2021/10/11 0:00,BNB/USDT,404,424,399.8,413.1,759924.884,314882971.6,509680
1.63382E+12,2021/10/10 0:00,BNB/USDT,421.9,422.3,402,404.1,729380.963,302884829.9,500068
1.63374E+12,2021/10/9 0:00,BNB/USDT,419.3,426,416,421.9,632123.526,266856749.2,455659
1.63365E+12,2021/10/8 0:00,BNB/USDT,438.5,441.6,415.7,419.2,1505999.188,644030609.2,944084
1.63356E+12,2021/10/7 0:00,BNB/USDT,434.9,450,423.6,438.5,1159098.745,509653579.8,736772
1.63348E+12,2021/10/6 0:00,BNB/USDT,442,442.8,414.7,434.9,1245088.683,537791098.8,758834
1.63339E+12,2021/10/5 0:00,BNB/USDT,426.4,444,424,442.1,883699.828,385403145.1,623411
1.63331E+12,2021/10/4 0:00,BNB/USDT,430.5,430.9,410.9,426.3,974423.359,410376184.4,557908
1.63322E+12,2021/10/3 0:00,BNB/USDT,427,437.2,421.5,430.5,820910.792,352575425.7,519696
1.63313E+12,2021/10/2 0:00,BNB/USDT,421.4,438.2,410.6,427.1,1039006.518,441907791.7,604611
1.63305E+12,2021/10/1 0:00,BNB/USDT,387.5,423.4,381.5,421.5,1440336.041,584311192.7,727854
1.63296E+12,2021/9/30 0:00,BNB/USDT,367.7,388.8,366.4,387.5,1163674.206,439628574.4,551245
1.63287E+12,2021/9/29 0:00,BNB/USDT,332.9,375.4,331.2,367.7,1696420.045,612547661.9,653011
1.63279E+12,2021/9/28 0:00,BNB/USDT,335.5,344.6,330,333,922077.227,310828343.7,417006
1.6327E+12,2021/9/27 0:00,BNB/USDT,344,357.6,335,335.5,956544.069,332372476.5,457187
1.63261E+12,2021/9/26 0:00,BNB/USDT,349.6,353,320,344,1538759.162,521735683.9,622577
1.63253E+12,2021/9/25 0:00,BNB/USDT,355,360.8,343.2,349.6,916797.617,322522702.1,418464
1.63244E+12,2021/9/24 0:00,BNB/USDT,383.5,385.3,333.6,355,1718950.219,611327922.3,748096
1.63236E+12,2021/9/23 0:00,BNB/USDT,378.9,384.6,369,383.5,992215.176,374836991.6,519442
1.63227E+12,2021/9/22 0:00,BNB/USDT,344.4,379.9,342.3,379,1085212.972,394051611.6,597515
1.63218E+12,2021/9/21 0:00,BNB/USDT,364.1,376,336.8,344.4,1577059.126,566624712,763984
1.6321E+12,2021/9/20 0:00,BNB/USDT,408.5,410.1,353.7,364.1,1865673.94,703797628.8,977685
1.63201E+12,2021/9/19 0:00,BNB/USDT,410.8,419,402.8,408.6,743095.721,305428364,528398
1.63192E+12,2021/9/18 0:00,BNB/USDT,406.8,420,401.5,410.7,733479.739,303442614.6,506743
1.63184E+12,2021/9/17 0:00,BNB/USDT,424.2,426,400.4,406.6,844137.727,349222596.8,522901
1.63175E+12,2021/9/16 0:00,BNB/USDT,431.2,435,415.6,424.3,1037049.02,442117531.7,617329
1.63166E+12,2021/9/15 0:00,BNB/USDT,414.3,438,409.6,431.3,1182055.631,502438326.4,635488
1.63158E+12,2021/9/14 0:00,BNB/USDT,399.1,414.7,395.7,414.3,930635.792,376195780.2,532901
1.63149E+12,2021/9/13 0:00,BNB/USDT,416.4,419.7,383,399.1,1531654.719,609769200.4,690953
1.6314E+12,2021/9/12 0:00,BNB/USDT,405,421.5,397.4,416.3,981402.883,405085778.1,522393
1.63132E+12,2021/9/11 0:00,BNB/USDT,401.4,415.3,399.3,405.1,922767.055,376762491.3,470341
1.63123E+12,2021/9/10 0:00,BNB/USDT,421.3,439.4,393.2,401.4,1528906.751,632034252.1,746322
1.63115E+12,2021/9/9 0:00,BNB/USDT,415.2,436.1,403.4,421.3,1543293.221,644440971.8,778617
1.63106E+12,2021/9/8 0:00,BNB/USDT,418.7,425.5,382.3,415,2058507.11,841566323.7,884760
1.63097E+12,2021/9/7 0:00,BNB/USDT,496.1,504.8,369,418.7,3358688.123,1479395492,1548603
1.63089E+12,2021/9/6 0:00,BNB/USDT,504.9,509,486.9,496.1,1121398.978,559438324.5,718084
1.6308E+12,2021/9/5 0:00,BNB/USDT,497.8,505.2,488.4,504.8,878406.045,436390403.4,598313
1.63071E+12,2021/9/4 0:00,BNB/USDT,488.4,509.9,485.2,497.7,1248261.628,619851481.3,713105
1.63063E+12,2021/9/3 0:00,BNB/USDT,483.6,495,473,488.5,1094104.742,533570500.4,652207
1.63054E+12,2021/9/2 0:00,BNB/USDT,489.5,504.7,478,483.7,1245680.699,611758853.5,787674
1.63045E+12,2021/9/1 0:00,BNB/USDT,463.9,490,455.1,489.4,1320635.94,627928762.6,702925
1.63037E+12,2021/8/31 0:00,BNB/USDT,460.2,477.8,448.2,463.9,1477345.555,687097552.1,753856
1.63028E+12,2021/8/30 0:00,BNB/USDT,479.7,480.9,457,460.3,1125497.961,532177068.4,645920
1.6302E+12,2021/8/29 0:00,BNB/USDT,486.1,495.5,475,479.7,910773.939,441423115.6,535858
1.63011E+12,2021/8/28 0:00,BNB/USDT,494.6,497,482.3,486.2,891854.5838,434757166.9,647241
1.63002E+12,2021/8/27 0:00,BNB/USDT,478.2,495,467.1,494.5,1549790.925,747871449.8,967190
1.62994E+12,2021/8/26 0:00,BNB/USDT,503.17,518.94,471.2,478.1,2229652.231,1091106243,1317370
1.62985E+12,2021/8/25 0:00,BNB/USDT,471.62,507,470,503.19,2242911.033,1097153965,1509519
1.62976E+12,2021/8/24 0:00,BNB/USDT,499.06,504.2,461.12,471.62,2080297.698,1005799340,1544248
1.62968E+12,2021/8/23 0:00,BNB/USDT,448.69,509.71,445.89,499.06,2660809.022,1298353031,1811364
